trip_id,month,hour,day_of_week,is_weekend,is_monsoon,is_raining,distance_km,vehicle_speed,violations_zone,ambulance_type,has_escort,driver_exp,zone_Vashi,zone_Nerul,zone_Kharghar,zone_Belapur,zone_Airoli,eta_minutes
76,1,22,2,0,0,0,5.381013025153292,32.199999999999996,48.637,2,0,1,1,0,0,0,0,10.445243754444974
77,1,23,2,0,0,0,1.7234731713900278,27.93,32.974,3,0,2,0,0,1,0,0,3.620952005301581
78,1,21,2,0,0,0,13.51255419667492,29.26,32.974,3,0,3,0,0,1,0,0,15.0
79,1,3,2,0,0,0,0.7664703856966633,24.5,38.622,1,0,2,0,1,0,0,0,3.0
30,1,17,1,0,0,0,8.475618571961974,18.003226999999995,28.841,3,0,4,0,0,0,0,1,15.0
1,1,3,0,0,0,1,9.904095928081327,21.131249999999998,48.637,3,0,4,1,0,0,0,0,15.0
2,1,21,0,0,0,0,5.618495553014594,30.589999999999996,48.637,2,0,3,1,0,0,0,0,11.542350207121178
3,1,11,0,0,0,0,13.144455527727116,29.26,38.622,1,1,4,0,1,0,0,0,15.0
4,1,13,0,0,0,0,0.9179270777787721,21.0,30.054,3,0,3,0,0,0,1,0,3.0
5,1,13,0,0,0,0,0.8031175774668461,21.0,38.622,1,0,2,0,1,0,0,0,3.0
6,1,9,0,0,0,0,12.495765353398463,21.916971999999998,28.841,3,0,5,0,0,0,0,1,15.0
7,1,23,0,0,0,0,6.287612306282066,30.589999999999996,38.622,0,1,1,0,1,0,0,0,11.919866233975887
184,1,5,6,1,0,0,3.1836965877934125,35.419999999999995,38.622,0,0,1,0,1,0,0,0,5.642027584335619
185,1,22,6,1,0,0,1.9699922545261908,32.339999999999996,38.622,3,0,5,0,1,0,0,0,3.715175763484654
186,1,22,6,1,0,0,1.6704468956753613,32.339999999999996,38.622,3,0,2,0,1,0,0,0,3.152328056830039
187,1,7,6,1,0,0,0.943069081845871,24.64,30.054,0,0,5,0,0,0,1,0,3.0
188,1,1,6,1,0,0,5.9903742492994585,30.992499999999996,38.622,2,1,2,0,1,0,0,0,11.477607142181075
189,1,22,6,1,0,1,9.362657390845746,26.564999999999998,48.637,2,0,2,1,0,0,0,0,15.0
190,1,12,6,1,0,0,11.492690338261264,27.104000000000003,38.622,0,0,3,0,1,0,0,0,15.0
191,1,1,6,1,0,0,5.587206323755023,30.992499999999996,48.637,0,0,1,1,0,0,0,0,11.1653778201777
176,1,11,6,1,0,1,7.6139132774307345,25.23675,48.637,0,0,2,1,0,0,0,0,15.0
177,1,9,6,1,0,0,2.3694259380772174,23.0128206,28.841,3,0,2,0,0,0,0,1,6.32096358739854
178,1,17,6,1,0,0,13.019891619971585,18.634000000000004,30.054,1,0,5,0,0,0,1,0,15.0
179,1,16,6,1,0,0,12.431281032155917,29.645000000000003,48.637,0,0,1,1,0,0,0,0,15.0
180,1,1,6,1,0,0,6.619582201957704,30.992499999999996,48.637,0,0,4,1,0,0,0,0,13.09405081545155
181,1,13,6,1,0,0,6.385479940002763,26.564999999999994,48.637,0,0,1,1,0,0,0,0,13.824738218976853
182,1,7,6,1,0,0,10.877465985357269,27.104000000000003,38.622,0,0,5,0,1,0,0,0,15.0
183,1,7,6,1,0,0,1.1736332123084896,26.3003664,28.841,1,1,2,0,0,0,0,1,3.0
168,1,5,6,1,0,1,11.43812536580937,25.410000000000004,38.622,1,0,1,0,1,0,0,0,15.0
169,1,20,6,1,0,0,10.440064621354994,25.41,38.622,0,0,1,0,1,0,0,0,15.0
170,1,2,6,1,0,0,5.610463252026747,30.992499999999996,48.637,0,0,2,1,0,0,0,0,10.8620726132028
171,1,5,6,1,0,0,3.1690372899305794,36.00645399999999,28.841,3,0,3,0,0,0,0,1,5.323119370823236
172,1,15,6,1,0,0,11.929699612311927,30.492,38.622,2,0,5,0,1,0,0,0,15.0
173,1,14,6,1,0,0,4.73653281650452,30.992499999999996,48.637,1,0,5,1,0,0,0,0,8.88962045126096
174,1,19,6,1,0,0,14.874325784450608,20.328000000000003,32.974,0,1,2,0,0,1,0,0,15.0
175,1,10,6,1,0,0,0.8056876898981575,26.95,48.637,3,0,1,1,0,0,0,0,3.0
160,1,16,5,1,0,0,0.92030618922155,26.95,30.054,1,0,5,0,0,0,1,0,3.0
161,1,19,5,1,0,1,5.197556141301029,15.939,48.637,0,0,4,1,0,0,0,0,15.0
162,1,9,5,1,0,0,0.8145621814238876,21.560000000000002,38.622,2,0,3,0,1,0,0,0,3.0
163,1,17,5,1,0,0,9.736621440756114,19.481,38.622,3,0,2,0,1,0,0,0,15.0
164,1,20,5,1,0,1,5.930080806883242,19.923749999999995,48.637,0,0,2,1,0,0,0,0,15.0
165,1,10,6,1,0,0,10.898116575365522,29.645000000000003,32.974,1,0,1,0,0,1,0,0,15.0
166,1,18,6,1,0,0,7.721241643835756,18.003226999999995,28.841,1,0,1,0,0,0,0,1,15.0
167,1,0,6,1,0,0,10.61719875246321,29.645000000000003,38.622,1,0,4,0,1,0,0,0,15.0
216,1,1,0,0,0,0,10.680519809859604,26.950000000000003,48.637,0,0,4,1,0,0,0,0,15.0
217,1,21,0,0,0,1,7.8459665487222425,22.942499999999995,30.054,2,0,3,0,0,0,1,0,15.0
218,1,4,0,0,0,1,6.207805064667081,22.942499999999995,48.637,0,0,5,1,0,0,0,0,15.0
219,1,9,0,0,0,0,14.229342584584879,21.56,32.974,0,0,5,0,0,1,0,0,15.0
220,1,15,1,0,0,0,7.701565553597913,28.979999999999997,48.637,3,0,1,1,0,0,0,0,15.0
221,1,13,1,0,0,0,6.76485020544666,24.15,48.637,3,0,5,1,0,0,0,0,15.0
222,1,3,1,0,0,0,9.757231120321528,28.174999999999997,48.637,2,1,4,1,0,0,0,0,15.0
223,1,21,1,0,0,0,0.698452274533057,26.599999999999998,32.974,3,0,1,0,0,1,0,0,3.0
208,1,13,0,0,0,0,7.5940775966482175,24.15,48.637,2,1,5,1,0,0,0,0,15.0
209,1,20,0,0,0,0,11.134703928713504,23.482470000000003,28.841,3,0,1,0,0,0,0,1,15.0
210,1,7,0,0,0,0,2.46227774965579,23.52,38.622,3,0,1,0,1,0,0,0,6.043573662537835
211,1,23,0,0,0,0,9.16951900594422,31.096482999999996,28.841,0,0,5,0,0,0,0,1,15.0
212,1,7,0,0,0,0,14.15166840885451,24.64,30.054,0,1,5,0,0,0,1,0,15.0
213,1,12,0,0,0,1,11.11461916388695,18.48,48.637,2,0,5,1,0,0,0,0,15.0
214,1,21,0,0,0,0,12.486701674593014,29.26,38.622,3,0,5,0,1,0,0,0,15.0
215,1,14,0,0,0,0,8.605400052788951,28.174999999999997,48.637,3,0,2,1,0,0,0,0,15.0
200,1,12,0,0,0,0,13.005324426368077,25.047968,28.841,2,0,4,0,0,0,0,1,15.0
201,1,22,0,0,0,0,7.64597456110538,32.199999999999996,48.637,0,0,2,1,0,0,0,0,14.689796704272712
202,1,20,0,0,0,1,10.222064042476157,17.6118525,28.841,3,0,2,0,0,0,0,1,15.0
203,1,17,0,0,0,0,11.247570315685484,16.94,48.637,1,0,1,1,0,0,0,0,15.0
204,1,22,0,0,0,0,6.695632681539142,32.199999999999996,38.622,3,0,3,0,1,0,0,0,11.912192809721267
205,1,0,0,0,0,0,4.580307921494295,28.174999999999997,48.637,2,0,3,1,0,0,0,0,9.644343729538193
206,1,19,0,0,0,0,13.950521717784724,18.479999999999997,30.054,1,0,2,0,0,0,1,0,15.0
207,1,5,0,0,0,1,0.5,21.0,48.637,2,0,4,1,0,0,0,0,3.0
192,1,3,0,0,0,0,18.635653052454995,26.950000000000003,32.974,1,0,5,0,0,1,0,0,15.0
193,1,1,0,0,0,0,8.611786115313773,28.174999999999997,48.637,3,0,5,1,0,0,0,0,15.0
194,1,13,0,0,0,0,1.0847213722229196,22.415085,28.841,2,0,3,0,0,0,0,1,3.0
195,1,4,0,0,0,0,14.479446522311887,29.26,30.054,2,1,3,0,0,0,1,0,15.0
196,1,8,0,0,0,0,12.382489615002125,19.25,48.637,0,0,1,1,0,0,0,0,15.0
197,1,4,0,0,0,0,13.634195109112737,29.26,32.974,0,0,5,0,0,1,0,0,15.0
198,1,2,0,0,0,0,11.1915986943216,26.950000000000003,38.622,2,0,3,0,1,0,0,0,15.0
199,1,20,0,0,0,0,5.821355494307612,24.15,48.637,0,0,2,1,0,0,0,0,14.635029729187474
248,1,14,2,0,0,0,12.021102393961987,26.950000000000003,48.637,1,0,5,1,0,0,0,0,15.0
249,1,2,2,0,0,1,0.5758275221894122,18.375,30.054,2,0,2,0,0,0,1,0,3.0
250,1,18,2,0,0,0,17.874964078020735,16.5,28.841,1,0,3,0,0,0,0,1,15.0
251,1,18,2,0,0,0,8.839509900565032,17.25,28.841,1,0,1,0,0,0,0,1,15.0
252,1,18,2,0,0,0,13.908750401006898,16.5,28.841,2,0,4,0,0,0,0,1,15.0
253,1,22,2,0,0,0,10.220214799250172,30.800000000000004,38.622,1,0,1,0,1,0,0,0,15.0
254,1,23,2,0,0,0,2.62844710217192,27.93,48.637,3,0,4,1,0,0,0,0,5.783822015079098
255,1,7,2,0,0,0,1.9683217502905717,23.909423999999998,28.841,3,0,2,0,0,0,0,1,4.8333911697488565
240,1,9,1,0,0,0,13.026738742118734,21.56,38.622,2,1,1,0,1,0,0,0,15.0
241,1,0,1,0,0,0,10.860548368616387,26.950000000000003,48.637,1,0,1,1,0,0,0,0,15.0
242,1,11,1,0,0,1,13.762056701767643,21.945,30.054,0,0,4,0,0,0,1,0,15.0
243,1,5,1,0,0,0,2.8394939137541644,29.88678,28.841,0,0,2,0,0,0,0,1,5.716120679002184
244,1,4,1,0,0,0,11.951288111823866,29.744462,28.841,0,0,4,0,0,0,0,1,15.0
245,1,11,1,0,0,0,7.963339980779877,30.589999999999996,48.637,0,0,2,1,0,0,0,0,15.0
246,1,0,1,0,0,0,6.128429005498845,28.174999999999997,48.637,3,0,1,1,0,0,0,0,13.248039886059644
247,1,4,2,0,0,0,7.352846316843543,30.589999999999996,30.054,1,0,4,0,0,0,1,0,14.676143126548338
232,1,8,1,0,0,1,1.4667991273328358,13.78125,48.637,0,1,5,1,0,0,0,0,6.425161493661626
233,1,1,1,0,0,0,5.925454060252924,28.174999999999997,38.622,1,0,2,0,1,0,0,0,12.090734343393137
234,1,20,1,0,0,0,7.354816630734117,24.15,48.637,0,0,4,1,0,0,0,0,15.0
235,1,23,1,0,0,0,14.818263356718775,29.26,30.054,3,0,5,0,0,0,1,0,15.0
236,1,19,1,0,0,0,10.674966561885281,18.479999999999997,38.622,1,0,1,0,1,0,0,0,15.0
237,1,7,1,0,0,0,10.494105646500094,25.047968,28.841,3,0,4,0,0,0,0,1,15.0
238,1,2,1,0,0,0,6.620683626074066,28.174999999999997,48.637,2,0,2,1,0,0,0,0,14.015977355191144
239,1,7,1,0,0,0,6.396511400058392,25.759999999999998,48.637,2,0,2,1,0,0,0,0,15.0
224,1,15,1,0,0,0,9.924981297287582,28.979999999999997,48.637,1,0,1,1,0,0,0,0,15.0
225,1,12,1,0,0,1,3.3908650071295106,19.32,30.054,0,0,5,0,0,0,1,0,10.890714483755414
226,1,9,1,0,0,1,11.560788068678411,16.437728999999997,28.841,3,0,4,0,0,0,0,1,15.0
227,1,11,1,0,0,0,9.187422205721765,30.589999999999996,48.637,1,0,4,1,0,0,0,0,15.0
228,1,6,1,0,0,0,7.782562838092273,33.809999999999995,48.637,0,0,3,1,0,0,0,0,13.490888329212853
229,1,19,1,0,0,0,13.05691316219298,18.479999999999997,32.974,2,0,3,0,0,1,0,0,15.0
230,1,19,1,0,0,0,7.5368668139557276,19.319999999999997,48.637,0,0,5,1,0,0,0,0,15.0
231,1,17,1,0,0,0,2.195978633263372,16.169999999999998,48.637,3,1,5,1,0,0,0,0,8.532949889161785
280,1,10,3,0,0,0,10.804618200456487,26.950000000000003,38.622,2,0,5,0,1,0,0,0,15.0
281,1,16,3,0,0,0,2.310182533257753,25.725,30.054,3,0,1,0,0,0,1,0,5.512549763467881
282,1,4,3,0,0,0,11.665656429653136,29.26,38.622,2,0,5,0,1,0,0,0,15.0
283,1,21,3,0,0,0,0.8943142587663129,26.599999999999998,30.054,1,0,3,0,0,0,1,0,3.0
284,1,15,3,0,0,0,7.151788792371615,28.979999999999997,48.637,1,0,3,1,0,0,0,0,14.840249215586194
285,1,10,3,0,0,1,0.6209617393005228,18.6792375,28.841,2,0,4,0,0,0,0,1,3.0
286,1,6,3,0,0,0,14.460894722226223,32.875458,28.841,0,0,3,0,0,0,0,1,15.0
287,1,5,3,0,0,1,7.745566399345186,24.15,48.637,3,1,3,1,0,0,0,0,15.0
272,1,11,2,0,0,0,12.058007300295994,29.744462,28.841,3,0,2,0,0,0,0,1,15.0
273,1,23,2,0,0,0,2.6457451130761087,27.93,48.637,0,0,2,1,0,0,0,0,5.487269537187134
274,1,2,3,0,0,0,6.663692146712549,28.174999999999997,38.622,3,0,4,0,1,0,0,0,14.6832622165207
275,1,23,3,0,0,1,0.5,20.280314999999998,28.841,3,0,3,0,0,0,0,1,3.0
276,1,12,3,0,0,0,14.104404901081542,24.64,38.622,2,0,5,0,1,0,0,0,15.0
277,1,9,3,0,0,0,1.9340869439117843,20.920745999999998,28.841,1,0,1,0,0,0,0,1,5.515904904717613
278,1,12,3,0,0,1,11.808311656969224,18.48,32.974,0,0,5,0,0,1,0,0,15.0
279,1,22,3,0,0,0,13.33121521594545,30.800000000000004,38.622,2,0,4,0,1,0,0,0,15.0
264,1,13,2,0,0,0,9.46764588019636,24.549854999999997,28.841,3,0,5,0,0,0,0,1,15.0
265,1,12,2,0,0,0,14.134994596041079,24.64,32.974,2,0,5,0,0,1,0,0,15.0
266,1,14,2,0,0,0,6.623361285299665,28.174999999999997,48.637,3,0,3,1,0,0,0,0,14.52840569240202
267,1,14,2,0,0,0,1.3309180365102458,25.725,38.622,1,0,1,0,1,0,0,0,3.1817402341520284
268,1,9,2,0,0,0,1.1537603626403088,20.58,38.622,2,0,4,0,1,0,0,0,3.2344772326926177
269,1,5,2,0,0,0,8.059292636778338,32.199999999999996,48.637,2,0,5,1,0,0,0,0,14.90023186108865
270,1,14,2,0,0,0,1.2398268012660287,25.725,48.637,3,0,3,1,0,0,0,0,3.0
271,1,17,2,0,0,0,0.5,15.399999999999999,38.622,3,0,4,0,1,0,0,0,3.0
256,1,20,2,0,0,0,13.022118622243134,23.1,38.622,0,0,4,0,1,0,0,0,15.0
257,1,2,2,0,0,0,12.288833038937414,26.950000000000003,30.054,1,0,1,0,0,0,1,0,15.0
258,1,18,2,0,0,0,17.909882074538626,16.5,28.841,2,0,4,0,0,0,0,1,15.0
259,1,3,2,0,0,0,0.7693596095638479,24.5,38.622,0,0,1,0,1,0,0,0,3.0
260,1,17,2,0,0,0,13.344990455863837,16.94,38.622,0,0,3,0,1,0,0,0,15.0
261,1,7,2,0,0,0,5.890330901156413,25.759999999999998,38.622,1,0,3,0,1,0,0,0,13.041282889732015
262,1,19,2,0,0,0,0.5,16.799999999999997,48.637,1,1,1,1,0,0,0,0,3.0
263,1,23,2,0,0,1,12.54766764749965,21.945,48.637,2,0,3,1,0,0,0,0,15.0
312,1,22,4,0,0,0,19.430034186383626,30.800000000000004,32.974,2,1,4,0,0,1,0,0,15.0
313,1,21,4,0,0,1,0.5,19.95,38.622,2,0,3,0,1,0,0,0,3.0
314,1,12,4,0,0,0,0.5796773825353206,22.4,30.054,2,0,4,0,0,0,1,0,3.0
315,1,14,4,0,0,0,6.80333946811737,28.174999999999997,48.637,2,0,1,1,0,0,0,0,14.67771429931706
316,1,17,4,0,0,0,7.342703020654599,17.709999999999997,48.637,1,1,2,1,0,0,0,0,15.0
317,1,13,4,0,0,0,9.714792160380071,24.15,38.622,3,0,3,0,1,0,0,0,15.0
318,1,12,4,0,0,0,6.131739257292795,25.759999999999998,38.622,3,0,3,0,1,0,0,0,14.926733492943129
319,1,11,4,0,0,1,6.372350341269762,22.942499999999995,48.637,2,0,5,1,0,0,0,0,15.0
304,1,21,4,0,0,0,1.3021718075013557,28.392440999999998,28.841,3,0,2,0,0,0,0,1,3.0
305,1,2,4,0,0,1,5.421077884408921,21.131249999999998,38.622,2,0,1,0,1,0,0,0,15.0
306,1,21,4,0,0,0,1.6293304246960563,27.93,30.054,3,0,1,0,0,0,1,0,3.4578535986970844
307,1,3,4,0,0,1,7.567861876292037,21.481123124999996,28.841,0,0,4,0,0,0,0,1,15.0
308,1,5,4,0,0,0,8.187678725357488,32.199999999999996,30.054,2,0,2,0,0,0,1,0,15.0
309,1,14,4,0,0,0,12.800757331007832,26.950000000000003,30.054,2,0,4,0,0,0,1,0,15.0
310,1,15,4,0,0,0,14.84375037717126,27.720000000000002,32.974,2,0,1,0,0,1,0,0,15.0
311,1,23,4,0,0,0,13.104919190199798,29.26,38.622,1,0,4,0,1,0,0,0,15.0
296,1,13,3,0,0,0,2.413768836344818,22.05,38.622,1,0,2,0,1,0,0,0,6.748927978367014
297,1,17,3,0,0,0,7.622934337569217,17.709999999999997,30.054,1,0,2,0,0,0,1,0,15.0
298,1,21,3,0,0,0,11.223265990749224,29.26,32.974,3,0,3,0,0,1,0,0,15.0
299,1,0,3,0,0,0,8.561414281649027,28.174999999999997,48.637,0,0,4,1,0,0,0,0,15.0
300,1,18,3,0,0,1,1.2044215986459432,11.8125,48.637,2,0,5,1,0,0,0,0,6.328297934701125
301,1,20,3,0,0,1,19.634928324058638,17.6118525,28.841,1,0,4,0,0,0,0,1,15.0
302,1,18,4,0,0,1,15.449080892496248,12.375,32.974,3,0,3,0,0,1,0,0,15.0
303,1,11,4,0,0,0,5.121828271560168,30.589999999999996,48.637,3,0,3,1,0,0,0,0,10.398046095970349
288,1,2,3,0,0,0,12.252230718690031,26.950000000000003,32.974,3,0,3,0,0,1,0,0,15.0
289,1,18,3,0,0,0,12.37086532669316,16.5,48.637,0,0,5,1,0,0,0,0,15.0
290,1,7,3,0,0,0,7.097641155980156,26.186511999999997,28.841,3,0,2,0,0,0,0,1,15.0
291,1,13,3,0,0,0,12.778529363990145,23.1,48.637,3,0,2,1,0,0,0,0,15.0
292,1,12,3,0,0,0,9.215473580264657,26.186511999999997,28.841,3,0,2,0,0,0,0,1,15.0
293,1,1,3,0,0,0,13.129557323713206,26.950000000000003,32.974,1,0,3,0,0,1,0,0,15.0
294,1,21,3,0,0,0,5.701111235777431,30.589999999999996,38.622,2,0,1,0,1,0,0,0,10.66083853614255
295,1,21,3,0,0,0,6.725970308757078,30.589999999999996,48.637,3,0,2,1,0,0,0,0,13.357109312266292
344,1,0,5,1,0,0,13.291535897605243,29.645000000000003,38.622,0,0,5,0,1,0,0,0,15.0
345,1,21,5,1,0,0,2.5159811421003493,30.723000000000003,48.637,1,0,4,1,0,0,0,0,4.831222394671346
346,1,0,5,1,0,0,0.9615820931452288,26.95,32.974,3,0,2,0,0,1,0,0,3.0
347,1,9,5,1,0,0,10.736929515028386,24.108669200000005,28.841,0,1,1,0,0,0,0,1,15.0
348,1,4,5,1,0,0,2.1021452013526303,30.723000000000003,48.637,1,0,3,1,0,0,0,0,4.008578555078669
349,1,15,5,1,0,0,13.926274585120279,30.492,32.974,0,1,4,0,0,1,0,0,15.0
350,1,8,5,1,0,0,6.677502816869813,22.1375,48.637,2,0,3,1,0,0,0,0,15.0
351,1,9,5,1,0,0,12.24087585959846,23.716000000000005,38.622,0,0,3,0,1,0,0,0,15.0
336,1,10,5,1,0,0,13.751850156464211,29.645000000000003,32.974,0,0,1,0,0,1,0,0,15.0
337,1,18,5,1,0,0,11.450943418380401,16.94,38.622,1,0,1,0,1,0,0,0,15.0
338,1,16,5,1,0,1,8.644796189953654,23.244374999999998,48.637,2,0,5,1,0,0,0,0,15.0
339,1,22,5,1,0,0,2.327848290176781,32.339999999999996,38.622,1,0,3,0,1,0,0,0,4.420080298365919
340,1,19,5,1,0,0,7.104131409975608,21.252,48.637,2,0,1,1,0,0,0,0,15.0
341,1,0,5,1,0,0,18.868339734255013,30.1358365,28.841,3,0,3,0,0,0,0,1,15.0
342,1,18,5,1,0,0,1.6517040432851815,16.169999999999998,38.622,1,0,3,0,1,0,0,0,6.205399497230949
343,1,4,5,1,0,0,5.795573774852479,33.649,48.637,1,0,4,1,0,0,0,0,10.753825421241093
328,1,18,4,0,0,1,5.910453144514704,12.9375,48.637,3,0,4,1,0,0,0,0,15.0
329,1,14,5,1,0,0,13.507364742807413,29.645000000000003,38.622,1,0,4,0,1,0,0,0,15.0
330,1,14,5,1,0,0,20.0,30.1358365,28.841,1,0,2,0,0,0,0,1,15.0
331,1,3,5,1,0,0,9.591925808998266,30.992499999999996,48.637,1,0,1,1,0,0,0,0,15.0
332,1,21,5,1,0,0,9.645712493507183,33.649,38.622,2,0,4,0,1,0,0,0,15.0
333,1,11,5,1,0,0,6.9199879234802175,33.649,48.637,1,0,1,1,0,0,0,0,12.474401826771704
334,1,15,5,1,0,1,14.666225681396535,22.869,30.054,3,0,5,0,0,0,1,0,15.0
335,1,21,5,1,0,0,12.815772727537633,32.18600000000001,32.974,2,0,1,0,0,1,0,0,15.0
320,1,1,4,0,0,0,14.200629714993433,26.950000000000003,32.974,3,0,4,0,0,1,0,0,15.0
321,1,14,4,0,0,0,8.431487533110726,28.174999999999997,48.637,1,0,5,1,0,0,0,0,15.0
322,1,9,4,0,0,0,14.094649186618152,21.56,30.054,3,0,3,0,0,0,1,0,15.0
323,1,21,4,0,0,0,11.027238260202916,29.26,38.622,1,0,3,0,1,0,0,0,15.0
324,1,1,4,0,0,0,7.445545269959079,28.641497499999996,28.841,1,0,1,0,0,0,0,1,14.959026343975735
325,1,6,4,0,0,0,14.218835427301581,32.34,32.974,1,0,2,0,0,1,0,0,15.0
326,1,0,4,0,0,0,8.032221663270503,28.174999999999997,48.637,0,0,1,1,0,0,0,0,15.0
327,1,21,4,0,0,0,1.3133650279103803,28.392440999999998,28.841,0,0,2,0,0,0,0,1,3.0
376,1,14,6,1,0,1,0.5,20.2125,38.622,3,0,4,0,1,0,0,0,3.0
